,Occur_date,Occur_weekday,incident,cases,time,location,release,zip,latitude,longitude
1468,NA,NA,Information,2019-356552,NA,Oriole Lane,PIO Joel Despain,53704,43.1347465,-89.3524146
1469,NA,NA,Information,2019-356552,NA,Oriole Lane,PIO Joel Despain,53704,43.1347465,-89.3524146
1470,NA,NA,Weapons Violation,2019-362492,NA,1400 block Trailsway,PIO Joel Despain,53704,43.1260898,-89.3683504
1471,NA,NA,Robbery,2019-357388,NA,Jenifer St. (at S. Ingersoll St.),PIO Joel Despain,NA,43.0838522,-89.3616863
1472,NA,NA,Theft,2019-361128,NA,4275 Lien Rd. (BEd Bath & Beyond),PIO Joel Despain,53704,43.1189494,-89.3083866
1473,NA,NA,Theft,2019-361677,NA,100 block N. Sixth St.,PIO Joel Despain,53704,43.0992135,-89.3522525
1474,NA,NA,Weapons Violation,2019-360570,NA,800 block E. Main St.,Lt. John Radovan,53703,43.0801868,-89.3740335
1475,NA,NA,Weapons Violation,2019-360351,NA,600 block Vernon Ave,Lt. John Radovan,53714,43.0898089,-89.3059649
1476,NA,NA,Disturbance,2019-358163,NA,3400 Atwood Avenue (Olbrich Park Beach Shelter),Sgt. Ryan Henderson,53704,43.090936,-89.3335367
1477,NA,NA,Traffic Incident,2019-357251,NA,E. Washington Ave @ Hancock St,Lt. John Radovan,53703,43.0773384,-89.380255
1478,NA,NA,Non-Residential Burglary,2019-355655,NA,3500 Block of Eash Washington Ave,PIO Julie Laundrie,53704,43.1145074,-89.3286129
1479,NA,NA,Information,2019-355645,NA,500 Block of Mifflin,PIO Julie Laundrie,53703,43.0787821,-89.3807338
1480,NA,NA,Robbery,2019-353106,NA,4602 East Towne Blvd. (US Bank),Lt. Scott Kleinfeldt,53704,43.1290453,-89.3056058
1481,NA,NA,Fraud,2019-351562,NA,1200 block Williamson St,PIO Lorie Anderson,53703,43.0832512,-89.3643272
1482,NA,NA,Robbery,2019-351802,NA,2801 N Sherman Ave (Northside Liquor),PIO Lorie Anderson,53704,43.127669,-89.362244
1483,NA,NA,Death Investigation,2019-351503,NA,4512 E. Washington Ave.,Sgt. Daniel Perez,53704,43.1295597,-89.3092764
1484,NA,NA,Robbery,2019-347835,NA,4902 Verona Rd (Speedway gas station),Lt. John Radovan,53711,43.0311327,-89.4619575
1485,NA,NA,Robbery,2019-347835,NA,4902 Verona Rd (Speedway gas station),Lt. John Radovan,53711,43.0311327,-89.4619575
1486,NA,NA,Traffic Incident,2019-347391,NA,Aberg Avenue at Packers Avenue,Sgt. Paul Jacobsen,53704,43.1163825,-89.3561859
1487,NA,NA,Murder/Homicide,2019-344402,NA,3000 block Darbo Dr (at Clyde Gallagher),Lt. John Radovan,53714,43.1035366,-89.3407452
1488,NA,NA,Weapons Violation,2019-00343651,NA,500 E Gorham St (James Madison Park),Lt. Scott Kleinfeldt,53706,43.0807314,-89.3832783
1489,NA,NA,Weapons Violation,2019-345555,NA,Warwick Way/Seminole Hwy,Lt. Scott Kleinfeldt,53711,43.0352543,-89.443678
1490,NA,NA,Weapons Violation,2019-344141,NA,"3710 E. Washington Avenue, Madison, WI (Walgreens Pharmacy)",Sgt. Nathan Becker,53704,43.1181315,-89.3239695
1491,NA,NA,Weapons Violation,2019-342501,NA,4830 Hayes Rd. (Red Roof Inn),PIO Joel Despain,53704,43.1362337,-89.3013971
1492,NA,NA,Traffic Incident,2019-3342660,NA,Fish Hatchery Rd @ Plaenert Dr,Lt. John Radovan,53713,43.0494723,-89.4005568
1493,NA,NA,Residential Burglary,2019-340925,NA,400 block W. Gorham St.,PIO Joel Despain,53703,43.0742996,-89.3930971
1494,NA,NA,Battery,2019-340854,NA,825 Hughes Place (Madison Police South District),PIO Joel Despain,53713,43.0395311,-89.3959387
1495,NA,NA,Drug Investigation,2019-96298,NA,1900 block Northport Dr.,PIO Joel Despain,53704,43.1292881,-89.3586594
1496,NA,NA,Weapons Violation,2019-340349,NA,1000 block E. Mifflin St.,PIO Joel Despain,53703,43.0844342,-89.3726816
1497,NA,NA,Theft,2019-340756,NA,620 University Ave. (The Double U),PIO Joel Despain,53715,43.0734004,-89.3967962
1498,NA,NA,Theft,2019-339394,NA,100 block N. Bedford St.,PIO Joel Despain,53703,43.0695955,-89.3937756
1499,NA,NA,Weapons Violation,2019-337485,NA,3500 block Ridgeway Ave.,PIO Joel Despain,53704,43.1152146,-89.3294138
1500,NA,NA,Weapons Violation,2019-338853,NA,2900 block E. Washington Ave.,PIO Joel Despain,53704,43.1031698,-89.3446241
1501,NA,NA,Weapons Violation,2019-338853,NA,2900 block E. Washington Ave.,PIO Joel Despain,53704,43.1031698,-89.3446241
1502,NA,NA,Weapons Violation,2019-338817,NA,International Lane (at Anderson St.),PIO Joel Despain,53704,43.1296593,-89.3482949
1503,NA,NA,Traffic Incident,2019-338594,NA,E. Washington Ave. (at Lexington Ave.),PIO Joel Despain,NA,43.1096584,-89.3353739
1504,NA,NA,Fraud,2019-338472,NA,East Towne Mall,PIO Joel Despain,53704,43.124897,-89.3052868
1505,NA,NA,Weapons Violation,2019-339040,NA,Straubel Court,PIO Joel Despain,53704,43.1176877,-89.3296027
1506,NA,NA,Drug Investigation,2019-281253,NA,4830 Hayes Rd. (Red Roof Inn),PIO Joel Despain,53704,43.1362337,-89.3013971
1507,NA,NA,Traffic Incident,2019-336945,NA,700 block S. Gammon Rd.,PIO Joel Despain,53719,43.0497916,-89.5039952
1508,NA,NA,Residential Burglary,2019-337419,NA,Burnt Sienna Dr.,PIO Joel Despain,NA,43.0711325,-89.5604252
1509,NA,NA,Damaged Property,2019-336110,NA,1300 block Troy Dr.,PIO Joel Despain,53704,43.1339506,-89.3751312
1510,NA,NA,Exposure,2019-334898,NA,701 E. Johnson St.,PIO Joel Despain,53703,43.0818981,-89.379454
1511,NA,NA,Battery,2019-334657,NA,6700 block Hammersley Rd.,PIO Joel Despain,53711,43.0389883,-89.4966132
1512,NA,NA,Traffic Incident,2019-333899,NA,E. Washington Ave / N Stoughton Rd,Sgt. Blake Hoefs,53704,43.1170482,-89.3245187
1513,NA,NA,Drug Investigation,2019-269395,NA,211 S. Carroll St. (Madison Police Department),PIO Joel Despain,53703,43.0723971,-89.3825501
1514,NA,NA,Weapons Violation,2019-332655,NA,5800 block Russett Rd.,Sgt. Kurt Wege,53711,43.0330673,-89.4801521
1515,NA,NA,Weapons Violation,2019-331112,NA,4000 block Monona Dr.,Sgt. Kurt Wege,53716,43.0827209,-89.3246023
1516,NA,NA,Weapons Violation,2019-330252,NA,200 block State St.,PIO Joel Despain,53703,43.0749211,-89.3882098
1517,NA,NA,Weapons Violation,2019-330252,NA,200 block State St.,PIO Joel Despain,53703,43.0749211,-89.3882098
1518,NA,NA,Robbery,2019-210427,NA,800 block Kottke Dr.,PIO Joel Despain,53719,43.0487097,-89.5066877
1519,NA,NA,Residential Burglary,2019-329558,NA,Summer Ridge Dr.,PIO Joel Despain,53704,43.119377,-89.2932059
1520,NA,NA,Residential Burglary,2019-329436,NA,1800 block E. Washington Ave.,PIO Joel Despain,53704,43.0912973,-89.3608257
1521,NA,NA,Robbery,2019-271086,NA,6401 Cottage Grove Rd (US Bank),Sgt. Jennifer Kane,53718,43.084486,-89.2688579
1522,NA,NA,Information,2019-327413,NA,2400 Block South Park St.,Sgt. Ryan Gibson,53713,43.0398373,-89.3941079
1523,NA,NA,Battery,2019-324282,NA,325 W. Olin Ave. (Goodman Pool),PIO Joel Despain,53715,43.0532558,-89.3873919
1524,NA,NA,Theft,2019-324444,NA,1901 Aberg Ave. (Wiggie's bar),PIO Joel Despain,53704,43.1137526,-89.3586774
1525,NA,NA,Residential Burglary,2019-304858,NA,Sachtjen St.,PIO Joel Despain,53704,43.1248836,-89.3598774
1526,NA,NA,Robbery,2019-324995,NA,E. Main St. (at S. Butler St.),PIO Joel Despain,NA,43.0839638,-89.3686885
1527,NA,NA,Traffic Incident,2019-324858,NA,East Washington Ave. (at Marquette St.),PIO Joel Despain,NA,43.1096584,-89.3353739
1528,NA,NA,Arrested Person,2019-325510,NA,McKenna Blvd. (at Morraine View Dr.),PIO Joel Despain,NA,43.031598,-89.4970348
1529,NA,NA,Weapons Violation,2019-323606,NA,500 Block Northport Drive,PIO Joel Despain,53704,43.1406073,-89.3899165
1530,NA,NA,Weapons Violation,2019-326152,NA,200 block East Bluff,PIO Joel Despain,53704,43.131951,-89.3636366
1531,NA,NA,Robbery,2019-321350,NA,3000 block Churchill Dr.,PIO Joel Despain,53713,43.0313497,-89.4211062
1532,NA,NA,Weapons Violation,2019-321776,NA,300 block State Street (at W. Johnson Street),PIO Joel Despain,53703,43.0747707,-89.3899741
1533,NA,NA,Weapons Violation,2019-321776,NA,300 block State Street (at W. Johnson Street),PIO Joel Despain,53703,43.0747707,-89.3899741
1534,NA,NA,Drug Investigation,2019-212342,NA,3300 block Leopold Way,PIO Joel Despain,53713,43.0262502,-89.4236692
1535,NA,NA,Weapons Violation,2019-319825,NA,S. Gammon Rd.,PIO Joel Despain,NA,43.0489742,-89.503249
1536,NA,NA,Weapons Violation,2019-320091,NA,200 block Kennedy Heights,PIO Joel Despain,53704,43.1402336,-89.3855684
1537,NA,NA,Weapons Violation,2019-317827,NA,Packers Ave. (at Commercial Ave.),PIO Joel Despain,53704,43.1239596,-89.3552121
1538,NA,NA,Drug Investigation,2019-133654,NA,5600 block Summershine Dr.,PIO Joel Despain,53718,43.12248,-89.2838334
1539,NA,NA,Fraud,2019-315996,NA,4020 Mineral Point Rd. (Midtown Police District),PIO Joel Despain,53705,43.0609982,-89.4432004
1540,NA,NA,Weapons Violation,2019-316459,NA,2400 block East Springs Dr.,PIO Joel Despain,53704,43.130124,-89.2962331
1541,NA,NA,Residential Burglary,2019-00316942,NA,400 block of Junction Rd,Sgt. Benjamin Schwarz,53717,43.0683209,-89.5245531
1542,NA,NA,Intoxicated/Impaired Driver,2019-312155,NA,4301 East Towne Blvd. (Culver's),PIO Joel Despain,53704,43.1253507,-89.3084236
1543,NA,NA,Disturbance,2019-00315207,NA,1900 block of Atwood Ave,Sgt. Benjamin Schwarz,53704,43.0919985,-89.3556213
1544,NA,NA,Robbery,2019-313869,NA,300 Block of N. Broom Street,Sgt. Paul Jacobsen,53703,43.0735179,-89.3917377
1545,NA,NA,Check Person,2019-312537,NA,302 N. Frances Street (Southeast Campus Parking Ramp),Sgt. Nathan Becker,53703,43.072315,-89.396202
1546,NA,NA,Weapons Violation,2019-311859,NA,2800 block of Foxwood Trl.,Lt. Scott Kleinfeldt,53713,43.0338623,-89.3672556
1547,NA,NA,Robbery,2019-311314,NA,2700 block McDivitt Rd.,PIO Joel Despain,53713,43.0333512,-89.4229622
1548,NA,NA,Robbery,2019-310857,NA,2915 Todd Dr. (Little Big Load Laundromat),PIO Joel Despain,53713,43.0327359,-89.4226965
1549,NA,NA,Robbery,2019-310857,NA,2915 Todd Dr. (Little Big Load Laundromat),PIO Joel Despain,53713,43.0327359,-89.4226965
1550,NA,NA,Missing Adult,2019-286665,NA,Tancho Drive,PIO Joel Despain,53718,43.152312,-89.2826795
1551,NA,NA,Sexual Assault,2019-310768,NA,700 block E. Washington Ave.,PIO Joel Despain,53703,43.0798491,-89.3770045
1552,NA,NA,Drug Investigation,2019-309736,NA,John Nolen Dr. (at North Shore Dr.),PIO Joel Despain,NA,43.0573668,-89.3830971
1553,NA,NA,Drug Investigation,2019-259183,NA,S. Stoughton Rd. (at Buckeye Rd.),PIO Joel Despain,NA,43.0732379,-89.3105106
1554,NA,NA,Drug Investigation,2019-190595,NA,500 Block Northport Drive,PIO Joel Despain,53704,43.1406073,-89.3899165
1555,NA,NA,Weapons Violation,2019-00309133,NA,600 block Williamson St,Sgt. Benjamin Schwarz,53703,43.0766991,-89.374957
1556,NA,NA,Robbery,2019-00309044,NA,3801 E Washington Ave (HyVee Grocery Store),Sgt. Benjamin Schwarz,53714,43.1177159,-89.3183571
1557,NA,NA,Robbery,2019-305248,NA,East Buckeye Rd,Javier Loredo,NA,43.0735784,-89.2817449
1558,NA,NA,Weapons Violation,2019-307201,NA,3902 Regent St. (Hoyt Park),PIO Joel Despain,53705,43.0681035,-89.4411675
1559,NA,NA,Weapons Violation,2019-307353,NA,2300 block Allied Dr.,PIO Joel Despain,53711,43.0289256,-89.4597532
1560,NA,NA,Injured Person,2019-304276,NA,N. Baldwin St.,PIO Joel Despain,53703,43.0896761,-89.3693387
1561,NA,NA,Residential Burglary,2019-305855,NA,1300 block Manassas Trail,PIO Joel Despain,53718,43.0814769,-89.2758029
1562,NA,NA,Traffic Incident,2019-305004,NA,West Beltline Highway (near Old Sauk Road),PIO Joel Despain,NA,43.0428229,-89.4657145
1563,NA,NA,Traffic Incident,2019-304737,NA,4002 School Rd. (Mendota Elementary School),PIO Joel Despain,53704,43.1367986,-89.3835064
1564,NA,NA,Weapons Violation,2019-305669,NA,1700 block Winchester St.,PIO Joel Despain,53704,43.1212477,-89.3636553
1565,NA,NA,Weapons Violation,2019-305669,NA,1700 block Winchester St.,PIO Joel Despain,53704,43.1212477,-89.3636553
1566,NA,NA,Disturbance,2019-302617,NA,500 block State Street,PIO Joel Despain,53703,43.074861,-89.3934697
1567,NA,NA,Check Person,2019-302540,NA,S. Segoe Rd.,PIO Joel Despain,NA,43.0575602,-89.4595242
1568,NA,NA,Non-Residential Burglary,2019-301618,NA,811 Williamson St. (Underground Butcher),PIO Joel Despain,53703,43.0784021,-89.3709407
1569,NA,NA,Weapons Violation,2019-300702,NA,100 block State Street,PIO Joel Despain,53703,43.074913,-89.386999
1570,NA,NA,Battery,2019-303534,NA,1000 block Williamson St.,PIO Joel Despain,53703,43.080772,-89.3678943
1571,NA,NA,Residential Burglary,2019-299481,NA,Jeffy Trail,PIO Joel Despain,53719,43.0280664,-89.5264699
1572,NA,NA,Residential Burglary,2019-271465,NA,238 Randolph Dr. (Greenbriar Village Apartments),PIO Joel Despain,53717,43.0627778,-89.5149593
1573,NA,NA,Arrested Person,2019-302744,NA,200 W Lakelawn Pl,Lt. John Radovan,53703,43.0767721,-89.3940658
1574,NA,NA,Residential Burglary,2019-302657,NA,1700 block Waterbend Dr,Sgt. Ryan Gibson,53593,43.0356535,-89.5353108
1575,NA,NA,Weapons Violation,2019-302360,NA,3200 Block Sunbrook Rd,Sgt. Ryan Gibson,53704,43.1372594,-89.3104786
1576,NA,NA,Weapons Violation,2019-299596,NA,516 Grand Canyon Dr. (AmericInn),PIO Joel Despain,53719,43.0553101,-89.4980994
1577,NA,NA,Weapons Violation,2019-289633,NA,6900 Park Ridge Drive,Sgt. Nicholas Ellis,53719,43.044643,-89.5018801
1578,NA,NA,Non-Residential Burglary,2019-299488,NA,4718 Hammersley Rd. (Madinah Community Center),PIO Joel Despain,53711,43.0396621,-89.4578994
1579,NA,NA,Suspicious Person,2019-298450,NA,1600 block Monroe St.,PIO Joel Despain,53711,43.0674139,-89.4133878
1580,NA,NA,Non-Residential Burglary,2019-299469,NA,4400 Sycamore Ave. (Alter Trading (metals recycling business)),PIO Joel Despain,53714,43.114774,-89.3069776
1581,NA,NA,Non-Residential Burglary,2019-299469,NA,4400 Sycamore Ave. (Alter Trading (metals recycling business)),PIO Joel Despain,53714,43.114774,-89.3069776
1582,NA,NA,Robbery,2019-299421,NA,900 block Spring St.,PIO Joel Despain,53715,43.0693161,-89.401053
1583,NA,NA,Theft,2019-298991,NA,900 block S. Gammon Rd.,PIO Joel Despain,53719,43.0461986,-89.5032543
1584,NA,NA,Robbery,2019-299401,NA,Mendota Court,PIO Joel Despain,53703,43.0766584,-89.3971456
1585,NA,NA,Robbery,2019-299476,NA,Jenifer St. (at Brearly St.),PIO Joel Despain,NA,43.0838522,-89.3616863
1586,NA,NA,Non-Residential Burglary,2019-297637,NA,2402 W. Broadway (Kwik Trip),PIO Joel Despain,53713,43.0475979,-89.3517051
1587,NA,NA,Traffic Incident,2019-291106,NA,E. Buckeye Rd. (at Cottontail Trail),PIO Joel Despain,NA,43.0735784,-89.2817449
1588,NA,NA,Residential Burglary,2019-295911,NA,Maple Grove Dr.,PIO Joel Despain,NA,43.0104161,-89.4990101
1589,NA,NA,Residential Burglary,2019-294677,NA,Jefferson St.,PIO Joel Despain,53711,43.0644428,-89.4142857
1590,NA,NA,Battery,2019-294773,NA,600 block State Street,PIO Joel Despain,53703,43.0749014,-89.3953941
1591,NA,NA,Residential Burglary,2019-295888,NA,Whitney Way (at Mineral Point Rd.),PIO Joel Despain,NA,43.0464664,-89.47341
1592,NA,NA,Traffic Incident,2019-295497,NA,30 Dempsey Road,PIO Joel Despain,53714,43.0965423,-89.3168325
1593,NA,NA,Weapons Violation,2019-293767,NA,Stein Ave.,PIO Joel Despain,53714,43.1035495,-89.3034058
1594,NA,NA,Non-Residential Burglary,2019-902542,NA,3330 Atwood Ave.,PIO Joel Despain,53704,43.0927389,-89.335517
1595,NA,NA,Residential Burglary,2019-293272,NA,N. Sherman Ave.,PIO Joel Despain,53704,43.135206,-89.363337
1596,NA,NA,Weapons Violation,2019-290350,NA,211 South Carroll St. (MPD Central District),PIO Joel Despain,53703,43.0723971,-89.3825501
1597,NA,NA,Weapons Violation,2019-290350,NA,211 South Carroll St. (MPD Central District),PIO Joel Despain,53703,43.0723971,-89.3825501
1598,NA,NA,Robbery,2019-290760,NA,Williamson St. (near Rutledge St.),PIO Joel Despain,53703,43.0813438,-89.3671071
1599,NA,NA,Non-Residential Burglary,2019-292006,NA,1101 N. Sherman Ave. (Capitol Petroleum),PIO Joel Despain,53704,43.1118184,-89.3632612
1600,NA,NA,Residential Burglary,2019-287789,NA,2706 block of Tuscon Trl,Sgt. Kurt Wege,53719,43.0233492,-89.5120453
1601,NA,NA,Traffic Incident,2019-287809,NA,John Nolen Dr. and North Shore Dr.,Sgt. Kurt Wege,53703,43.0669956,-89.3855514
1602,NA,NA,Attempted Homicide,2019-273105,NA,Great Gray Drive @ Owl Creek Drive,PIO Lorie Anderson,53718,43.0365394,-89.2916647
1603,NA,NA,Robbery,2019-283512,NA,1814 S. Park St. (Banana Buybacks),PIO Joel Despain,53713,43.0458975,-89.3946069
1604,NA,NA,Drug Investigation,2019-212578,NA,King James Court,PIO Joel Despain,53719,43.0206253,-89.4768532
1605,NA,NA,Fraud,2019-260383,NA,Pleasant View Road,PIO Joel Despain,NA,43.0732084,-89.5370886
1606,NA,NA,Battery,2019-285581,NA,S. Brearly St. (Near Williamson St.),PIO Joel Despain,53703,43.0811603,-89.368448
1607,NA,NA,Information,2019-285566,NA,Mountain Ash Trail,PIO Joel Despain,53717,43.0639062,-89.5061025
1608,NA,NA,Suspicious Vehicle,2019-283459,NA,5000 block Felland Rd.,PIO Joel Despain,53718,43.1206797,-89.2757093
1609,NA,NA,Exposure,2019-283479,NA,3401 Atwood Ave. (Olbrich Park Beach),PIO Joel Despain,53704,43.0886272,-89.3305089
1610,NA,NA,Theft,2019-284022,NA,Settlers Road,PIO Joel Despain,53717,43.0787111,-89.5439408
1611,NA,NA,Robbery,2019-283093,NA,Mike McKinney Court,PIO Joel Despain,53711,43.0281425,-89.4595308
1612,NA,NA,Missing Adult,2019-283764,NA,7100 block of Tempe Dr,Lt. Scott Kleinfeldt,53719,43.0168412,-89.5057701
1613,NA,NA,Missing Adult,2019-283764,NA,7100 block of Tempe Dr,Lt. Scott Kleinfeldt,53719,43.0168412,-89.5057701
1614,NA,NA,Drug Investigation,2019-227695,NA,2400 block Calypso Rd.,PIO Joel Despain,53704,43.1244856,-89.3662544
1615,NA,NA,Weapons Violation,2019-277337,NA,606 S. Whitney Way (Walgreens),PIO Joel Despain,53711,43.0531284,-89.474431
1616,NA,NA,Weapons Violation,2019-282477,NA,Post Rd.,PIO Joel Despain,53713,43.0259191,-89.4112008
1617,NA,NA,Residential Burglary,2019-281050,NA,Southern Oak Place,PIO Joel Despain,53719,43.012005,-89.5117677
1618,NA,NA,Intoxicated/Impaired Driver,2019-280751,NA,600 block W. Washington Ave.,PIO Joel Despain,53703,43.0688509,-89.3924767
1619,NA,NA,Theft,2019-279739,NA,300 block Wisconsin Ave.,PIO Joel Despain,53703,43.0768501,-89.386973
1620,NA,NA,Non-Residential Burglary,2019-277695,NA,2920 N. Sherman Ave. (Madison Mallards team store),PIO Joel Despain,53704,43.1309408,-89.3662553
1621,NA,NA,Missing Adult,2019-273045,NA,Lakelawn Pl,Lt. John Radovan,53703,43.0770276,-89.393708
1622,NA,NA,Weapons Violation,2019-274476,NA,23 Naylor Circle,PIO Lorie Anderson,53719,43.0474881,-89.5182973
1623,NA,NA,Theft,2019-274718,NA,111 N Broom Street (Capitol Center Market),PIO Lorie Anderson,53703,43.0727667,-89.3901614
1624,NA,NA,Information,2019-275103,NA,89 East Towne Mall (East Towne Mall),P.O. Joseph Buccellato,53704,43.1248734,-89.3046417
1625,NA,NA,Arrested Person,2019-274890,NA,Portage Road @ Duke Street,PIO Lorie Anderson,53704,43.1269205,-89.3154734
1626,NA,NA,Miscellaneous Sex Offense,2019-252782,NA,3200 block Stevens Street,PIO Lorie Anderson,53705,43.0716081,-89.4428622
1627,NA,NA,Arrested Person,2019-0273853,NA,Chadbourne Ave/N Roby,Sgt. Matthew Baker,53726,43.0687008,-89.4187393
1628,NA,NA,Information,2019-272688,NA,2200 Block Cypress Way (Lincoln Elementary),PIO Lorie Anderson,53713,43.04228,-89.3970231
1629,NA,NA,Information,2019-272688,NA,2200 Block Cypress Way (Lincoln Elementary),PIO Lorie Anderson,53713,43.04228,-89.3970231
1630,NA,NA,Information,2019-000270964,NA,N Eau Claire Ave (Hill Farms Park),PIO Lorie Anderson,53705,43.0717027,-89.4637212
1631,NA,NA,Death Investigation,2019-000269087,NA,West Beltline (West Beltline near Park Street),PIO Lorie Anderson,NA,43.0428229,-89.4657145
1632,NA,NA,Weapons Violation,2019-268518,NA,2300 Allied Drive,Sgt. Nathaniel Lujan,53711,43.0289256,-89.4597532
1633,NA,NA,Weapons Violation,2019-267459,NA,4830 Hayes Road (Red Roof Inn),Sgt. Nathaniel Lujan,53704,43.1362337,-89.3013971
1634,NA,NA,Weapons Violation,2019-267022,NA,100 block State Street,Sgt. Blake Hoefs,53703,43.074913,-89.386999
1635,NA,NA,Weapons Violation,2019-265993,NA,3500 Packers Ave,Sgt. Nathaniel Lujan,53704,43.1319176,-89.3553594
1636,NA,NA,Residential Burglary,2019-264371,NA,9300 Briar Haven Drive,P.O. Joseph Buccellato,53593,43.0562807,-89.5473675
1637,NA,NA,Disturbance,2019-264148,NA,1423 Northport Drive (Citgo Gas Station),P.O. Joseph Buccellato,53704,43.1339758,-89.3717018
1638,NA,NA,Traffic Incident,2019-262978,NA,1900 Fish Hatchery Rd,Lt. John Radovan,53713,43.0468601,-89.4025338
1639,NA,NA,Information,2019-262919,NA,1200 Spring St,Lt. John Radovan,53715,43.0695988,-89.4057095
1640,NA,NA,Information,2019-262814,NA,2100 Bl S. Park St.,Lt. John Radovan,NA,43.0507929,-89.3944559
1641,NA,NA,Disturbance,2019-262750,NA,Independence Ln,Lt. John Radovan,53704,43.1309577,-89.3086151
1642,NA,NA,Traffic Incident,2019-00261135,NA,2300 Packers Ave,P.O. Michael Malloy,53704,43.1233536,-89.3551824
1643,NA,NA,Traffic Incident,2019-00260946,NA,West Beltline (Westbound Beltline at Whitney),P.O. Michael Malloy,NA,43.0428229,-89.4657145
1644,NA,NA,Arrested Person,2019-00260664,NA,Lexington Ave at Fairmont Ave,P.O. Michael Malloy,53714,43.1098575,-89.3210646
1645,NA,NA,Arrested Person,2019-00260664,NA,Lexington Ave at Fairmont Ave,P.O. Michael Malloy,53714,43.1098575,-89.3210646
